54486300,DeeBushidō,"227,091,283","238,824,586","149,883,154","30,061,406"
38232075,Shanewarwolf,"195,567,139","225,666,441","122,997,077","21,024,926"
16710828,xBigWoodx,"186,050,306","110,386,112","81,886,791","15,849,081"
16651395,ᴼᴾGrandpaOG,"183,144,336","298,517,669","234,018,842","51,478,945"
98013414,minero21,"176,248,970","90,504,043","53,901,342","14,106,302"
95676746,Blēst ᴼᴾ,"146,718,204","73,597,377","54,700,896","9,240,745"
58883891,VikThōr,"145,802,459","408,854,672","336,795,977","34,462,585"
13365625,ELFATEH乄,"145,151,014","201,546,286","220,330,332","52,322,313"
41583461,Mr BigFish,"137,817,904","113,561,128","121,391,253","17,218,620"
22505871,CAP 117,"133,366,140","73,458,495","40,081,122","16,182,633"
39756277,ALMIGHTY BLACK,"132,214,540","91,299,327","114,450,664","8,704,489"
75648185,999 ㋡Mammoth㋡,"130,408,289","62,690,879","25,984,431","7,798,774"
24554493,GriLLi,"124,264,381","165,664,764","108,891,013","20,201,854"
17736708,maru 조,"121,597,098","56,982,501","43,181,350","20,060,965"
64237899,RED Snapper,"119,774,985","104,668,680","95,135,254","10,171,133"
16855740,乛Mellykïnsツ,"119,477,191","74,521,428","39,026,681","11,833,952"
7681587,AndrewB2000,"113,292,472","114,844,895","55,299,805","12,463,276"
96566351,Vivadiva,"113,046,077","114,114,456","66,188,568","11,869,707"
77967742,PM Nicha,"111,072,651","90,697,009","53,323,852","6,517,509"
63119959,FirestormV,"106,932,755","71,364,376","66,960,811","12,540,119"
16615789,MeowJowker,"105,445,396","78,585,439","75,142,196","11,997,635"
60732523,RのSHY,"105,260,834","93,541,531","67,136,662","17,636,566"
63774991,CISILIA,"104,924,083","76,403,792","45,250,962","12,463,290"
66371997,NEBs,"104,008,048","186,052,920","119,925,387","13,242,875"
63598668,Himurã,"103,003,462","135,041,396","115,069,925","8,959,919"
53317858,Oxiurus Maximus,"102,458,810","35,541,868","25,892,917","9,013,827"
61847388,ᴿᴿ Omar,"101,801,916","57,157,027","30,042,442","10,387,303"
95676399,Justice Jätty,"101,663,366","109,417,781","86,743,021","8,068,489"
34461486,Mᴀɴɪɪɪ,"100,306,658","87,772,049","100,899,626","15,916,759"
73870935,DaProd,"100,277,891","44,077,331","29,646,646","4,281,345"
33726432,Fallin000,"100,141,893","83,868,279","44,096,259","10,871,879"
94804896,Nabiš,"99,402,316","113,264,913","62,134,348","12,155,906"
64044209,tailor p,"99,289,774","62,345,083","39,137,264","8,744,063"
13780200,KillerM92,"99,247,105","46,914,344","16,087,284","7,131,944"
43590440,CWeiss,"98,002,574","229,477,106","297,370,601","16,445,574"
65527076,Liusen,"97,807,021","27,286,523","26,338,066","7,218,353"
48281776,Candyrain,"97,486,238","45,268,647","23,578,369","6,395,835"
47351877,亗 Valki 亗,"96,869,129","66,691,050","44,732,040","13,349,637"
37732597,IrоnGiant,"96,690,623","83,630,372","57,922,904","10,776,764"
11749129,mustachride,"96,250,678","84,157,181","35,453,740","12,377,475"
17736681,WomBort,"96,199,054","139,160,219","96,721,982","14,668,739"
21464078,Dᵘcᵏ Marley,"96,144,683","50,942,635","27,086,925","8,480,794"
54237350,Star platinum7,"95,959,796","94,217,260","69,647,588","10,735,348"
63968661,Radnaxi,"95,945,356","23,363,883","19,447,425","7,287,136"
62739007,คtlคs,"95,392,501","285,212,555","136,210,619","18,836,981"
5479378,Shandra Manaya,"95,088,410","113,922,279","115,611,858","19,760,090"
16512590,BerryMuffins,"94,793,060","63,404,591","62,139,543","11,978,313"
62399898,19Alim93 Dealer,"94,261,898","68,112,965","31,268,231","9,675,071"
37239310,diR,"93,732,727","155,050,299","90,744,550","10,372,726"
59797086,屮 Øᵈʸ,"93,389,007","56,138,895","53,738,148","4,550,174"
41086563,Dårth Invader,"93,089,850","134,120,494","67,340,494","17,620,246"
14138612,GGerard,"92,845,119","225,723,207","76,967,380","20,587,506"
57141256,FlammA,"92,757,906","54,081,480","66,031,200","7,715,134"
3534140,I ám Lazzy,"92,150,949","56,542,031","42,824,973","13,664,372"
68860613,SHANGHAI1,"91,075,541","37,021,947","44,652,841","7,512,144"
59010105,NGUPI OG,"90,772,649","62,390,570","33,359,552","6,024,698"
23025917,VEGASS X,"90,691,014","74,778,063","41,938,683","4,888,217"
13816815,RubbMyNuts,"90,637,663","170,901,578","93,086,807","21,600,976"
52619890,Sir Rockzo,"90,576,150","185,575,015","94,962,381","11,950,466"
95459238,Bralsᴾᴴ,"89,924,293","117,160,578","62,209,618","14,667,031"
40988512,ᴰˢ SheLLz,"89,877,402","93,242,733","88,448,174","17,348,060"
30669129,Skinny Lil Rat,"89,805,198","122,201,467","57,657,621","11,201,138"
52663991,Sgt Muerte,"89,655,326","57,018,499","24,931,686","4,589,454"
63503947,Ðeadeye,"89,353,671","40,556,354","42,383,160","5,432,307"
95317724,Scott I武统,"89,281,848","45,762,400","15,424,155","2,739,531"
53720198,SinnerPridE,"89,157,391","69,806,268","40,120,523","5,287,520"
1080643,义Headhuntr义,"88,875,645","57,333,000","35,771,106","14,013,419"
85689750,i am not Nail,"88,672,949","225,481,584","97,370,869","16,466,324"
15689544,ᵗᵉᵃTime,"88,593,338","37,974,595","21,585,046","8,567,830"
25023794,Æᶩᶩa,"88,582,871","82,637,773","74,906,352","13,612,528"
33876264,Bigstone,"88,103,021","28,205,905","24,246,598","10,054,035"
52618268,Test Knight,"87,925,167","92,677,748","46,473,424","11,985,159"
18388428,Okanoa,"87,795,752","72,058,836","77,416,192","13,571,912"
12468054,RᴵsᴱnBaoLao,"87,599,400","201,991,054","213,674,994","27,212,375"
19004552,ᴿˣBlackHeart,"87,388,345","36,264,171","28,024,153","8,618,825"
46678919,Royal Gazza,"87,384,860","80,636,447","55,019,181","10,483,392"
17875970,Bubblḝs,"87,298,168","98,674,827","66,693,074","10,647,037"
52667612,CPT Moonlight,"87,227,961","51,137,011","32,368,908","11,346,172"
9957322,LittleAki,"86,808,011","37,375,669","39,170,143","14,448,556"
76851235,Spаniard,"86,618,526","23,682,489","19,740,925","5,846,264"
4361916,Murdoc,"86,525,467","56,967,978","50,608,194","14,562,822"
39916504,King Ryan I,"86,261,006","87,089,961","47,041,094","13,018,555"
84810550,wiIdRose,"86,037,085","69,505,629","21,581,910","13,013,917"
11904157,RuKh,"85,892,080","54,860,137","26,161,801","9,395,645"
41779923,R U M A 云 OG,"85,858,571","95,504,214","26,312,704","7,068,733"
50653451,Bleu Balls҉,"85,012,817","69,821,898","31,147,990","6,747,868"
45581601,Nzsty42,"84,819,662","30,063,938","16,005,601","6,189,710"
49911535,Suga 旬,"84,717,376","87,649,306","62,564,303","9,264,524"
27512984,TasteMyKnife,"84,570,183","194,995,995","153,280,105","13,617,225"
83519219,乛KumQwot,"84,559,250","50,122,283","24,439,363","7,646,055"
45764094,Ring shoes care,"84,317,861","27,858,972","18,530,327","6,614,767"
39255673,ss DarkLord,"84,170,797","42,788,943","28,686,092","11,219,171"
6960423,Mmarsh,"84,160,146","60,551,846","24,287,765","9,814,104"
39673397,ᴿᴿ LyoKo,"83,681,920","74,973,664","40,698,156","8,570,540"
17780812,Traxxxx,"83,555,774","40,840,295","31,839,658","8,973,769"
16709976,PALL0,"83,430,607","56,248,323","32,170,036","10,076,157"
30421620,Jœÿ,"83,311,679","19,205,077","18,481,066","5,140,241"
48450829,Fat Red Pig,"83,253,040","135,920,718","76,606,372","12,586,443"
53353057,Hеx,"83,250,337","80,414,618","51,235,061","8,197,692"
11694371,Big Piens Shake,"83,058,838","132,525,067","58,418,622","9,679,296"
73901502,o POMPEY o,"82,913,756","23,756,464","14,610,128","7,262,925"
35538798,ĴØЌÉŔR,"82,866,821","59,980,398","40,419,557","9,593,176"
30236269,MarvNNN591,"82,765,871","35,674,065","22,867,012","7,602,126"
70857667,Atreus591,"82,557,893","24,543,663","23,504,065","7,348,515"
64023189,Shadowofnite,"82,410,980","8,964,197","4,832,167","2,148,729"
63955350,Flexy ᴼᴾ,"82,199,909","113,232,805","71,438,091","14,471,437"
95139619,Banana George,"82,075,422","73,993,160","22,924,281","9,158,664"
17854556,JOLAN,"82,018,260","54,430,255","38,435,981","6,894,168"
39250773,乂 HYDRA 乂,"81,782,790","62,338,603","47,239,015","8,724,781"
79327227,ᴹᶜᵘ Loki,"81,440,383","37,155,325","29,100,388","5,718,252"
53572619,High Mage Cowl,"81,262,036","31,200,291","18,706,281","9,480,458"
73551691,a4dani,"81,219,970","64,481,948","51,485,821","7,257,513"
62935309,Lego Batman,"81,179,758","27,270,403","21,587,009","7,039,681"
34522175,ZomBeer,"81,054,951","60,118,333","60,573,761","13,152,065"
58750588,R o 7,"80,940,437","100,156,260","95,922,944","10,438,958"
62080073,Kоlуan,"80,910,474","76,880,452","46,695,996","6,820,979"
15186568,暗 pequod,"80,823,174","41,790,197","25,769,831","10,096,129"
34054731,RoҜメMACHINEメ,"80,781,066","30,419,078","30,055,751","6,824,808"
41804801,๖ۣۜAsashin,"80,694,827","54,042,526","42,460,743","10,755,505"
64306210,Øvêrlørd,"80,661,663","26,103,199","15,167,481","5,856,162"
50114134,Dantss个,"80,554,295","95,332,482","46,779,030","8,131,394"
44425203,MᶜᵘStarlord,"80,483,704","44,968,402","20,947,808","6,190,602"
6845524,MᶜᵘCarNagE,"80,452,122","21,670,509","20,267,206","11,657,949"
59331015,Kingsummer OG,"80,433,106","44,610,439","26,978,301","5,668,593"
53459290,Qitiandsheng永,"80,342,217","70,927,412","44,645,592","8,709,053"
57442278,sant9gо,"80,129,514","41,906,681","37,737,138","4,086,017"
12182229,YouGotCrabs,"80,029,971","44,986,599","25,282,622","7,133,455"
53474171,Ahmad 81,"80,007,711","33,825,671","18,202,636","7,196,962"
11904784,PERSAIN,"79,919,880","71,101,597","31,429,473","5,911,474"
64115009,Moxina,"79,853,677","235,595,089","126,644,182","14,158,937"
33851182,Nebu I,"79,806,635","38,130,335","23,013,659","9,278,363"
11915882,AlphaOmegA,"79,726,291","31,098,642","18,047,141","11,015,009"
60296881,KinSy,"79,704,762","21,432,835","11,358,410","5,087,597"
46972060,Yakoo OG,"79,703,419","87,617,653","38,803,433","7,746,092"
63720400,Guam81,"79,702,577","12,253,365","9,270,494","4,971,703"
31895462,Lady Builder,"79,620,473","47,705,370","31,940,057","14,994,282"
38132570,şavage Amenosa,"79,586,513","125,242,692","87,786,388","13,551,462"
85825206,Cram337,"79,578,993","62,255,557","27,018,149","8,101,833"
4785737,MYStique,"79,541,523","75,707,320","64,584,278","12,610,948"
97465809,M3llow Row,"79,296,223","6,608,325","5,232,986","2,034,914"
63733625,toops405,"79,282,439","12,989,637","8,703,853","5,393,464"
51651109,ᴿᵒʸᵃᴵK,"79,191,333","20,137,297","10,389,328","6,064,301"
59171934,DesaSasarean OG,"78,864,345","40,520,610","28,136,278","4,271,557"
16702170,Nerfina,"78,824,012","167,061,786","142,705,397","15,153,890"
69545360,Louie13,"78,814,971","19,663,128","13,390,362","2,876,615"
53639563,FanG OG,"78,705,762","17,080,003","11,821,702","5,257,794"
69915557,Élyséen OG,"78,578,330","32,104,273","23,389,542","4,915,456"
54444073,乛Hazyツ,"78,430,648","161,619,851","77,049,996","14,194,874"
38980106,MOTOROLА,"78,400,214","83,362,793","39,638,151","8,519,272"
90190464,ᴬᵂMalek,"78,396,944","31,435,096","28,244,527","2,990,650"
53565432,パンダPandà,"78,317,964","55,857,557","33,982,747","7,088,485"
1616635,AbbyRipher OG,"77,978,029","59,785,000","40,048,908","11,610,960"
62720594,Pat kingllll,"77,907,398","19,597,034","15,135,354","8,237,665"
10806254,BEP 1,"77,900,069","36,372,214","26,513,486","11,164,717"
28487786,一叶落,"77,832,652","84,469,687","62,382,723","14,871,105"
64309507,RichKupo,"77,751,550","52,151,900","21,351,925","8,034,335"
95636110,Trooper Farmer,"77,697,028","24,165,779","9,414,508","1,172,606"
51061315,Chinese299,"77,641,953","28,927,487","9,139,012","7,185,822"
76122309,Just Dèvalish,"77,556,440","28,517,659","37,286,845","5,645,331"
75398017,火SmileDance,"77,527,911","17,894,143","20,067,969","4,798,500"
12971051,MUshO,"77,499,479","19,368,453","15,379,574","7,530,872"
96469908,Ŕagnarok,"77,351,669","5,012,651","4,815,712","1,336,588"
27082807,M3llow KiNg x,"77,348,844","30,671,403","18,241,699","7,182,181"
95681780,ッDBッ,"77,168,983","14,950,241","6,841,633","1,992,289"
17256004,Jessy Jr,"77,080,591","40,066,761","23,863,298","9,245,885"
62853017,Capn Toph,"76,892,660","13,284,187","9,412,467","3,665,515"
39867788,ᵒᵈᵈTuga,"76,839,647","46,859,918","31,139,356","12,280,832"
17625084,S i m o CG,"76,594,386","36,558,130","25,957,110","8,684,550"
91393098,Míck Dundee,"76,391,983","10,693,337","6,669,189","2,748,815"
77797583,ᴹᶜᵘRocket,"76,371,546","53,885,833","31,019,216","6,393,415"
59335464,Ԍ2,"76,249,221","90,303,111","74,353,690","12,353,367"
19626853,Squirting Lazzy,"76,232,737","173,443,230","29,873,322","15,517,513"
75084130,ßyeßye,"76,218,852","28,185,290","20,393,394","6,109,772"
5716022,ɴooᴅʟᴇ,"76,106,445","15,713,998","4,440,435","2,087,269"
78483355,Global Farmer,"76,094,059","80,589,339","20,323,365","6,231,421"
61944693,Phoenician King,"75,953,309","32,971,847","29,883,100","5,914,339"
